customer_id,last_purchase_date,recency_days,frequency,monetary,avg_basket_value,n_transactions,segment,city
399,2025-12-30,1,72,682195.75,8746.1,78,Regular,Sydney
400,2025-11-18,43,64,421690.13,6293.88,67,Regular,Melbourne
401,2025-12-21,10,69,918072.68,12406.39,74,Budget,Sydney
402,2025-12-30,1,55,828272.21,14531.09,57,Regular,Brisbane
403,2025-12-23,8,72,771497.69,10425.64,74,Budget,Brisbane
404,2025-12-08,23,63,780273.12,12385.29,63,Budget,Brisbane
405,2025-12-11,20,66,772018.93,10722.49,72,Regular,Sydney
406,2025-12-30,1,57,995155.41,16314.02,61,Budget,Melbourne
407,2025-10-31,61,76,1371802.03,17147.53,80,Budget,Brisbane
408,2025-12-21,10,82,874477.98,9716.42,90,Regular,Adelaide
409,2025-12-11,20,65,611405.47,8991.26,68,Premium,Adelaide
410,2025-10-26,66,60,413430.43,6459.85,64,Regular,Sydney
411,2025-12-30,1,61,831907.04,12798.57,65,Regular,Melbourne
412,2025-12-22,9,71,703372.75,9378.3,75,Premium,Sydney
413,2025-12-12,19,67,793147.53,11171.09,71,Budget,Adelaide
414,2025-12-27,4,54,880049.34,14667.49,60,Regular,Sydney
415,2025-12-19,12,59,852986.95,13983.39,61,Budget,Adelaide
416,2025-12-25,6,56,1058740.2,17944.75,59,Budget,Sydney
417,2025-12-29,2,63,679830.94,10622.36,64,Regular,Sydney
418,2025-12-26,5,69,749711.31,10412.66,72,Regular,Adelaide
419,2025-12-09,22,63,1201210.0,17928.51,67,Regular,Melbourne
420,2025-12-22,9,81,1302504.25,15506.0,84,Budget,Melbourne
421,2025-12-27,4,60,384377.38,6406.29,60,Budget,Brisbane
422,2025-12-24,7,68,412450.56,6065.45,68,Premium,Melbourne
423,2025-12-08,23,55,302875.88,5313.61,57,Budget,Brisbane
424,2025-12-20,11,78,753086.39,9183.98,82,Budget,Melbourne
425,2025-12-29,2,66,626191.33,9208.7,68,Budget,Melbourne
426,2025-12-29,2,75,614735.99,7983.58,77,Regular,Melbourne
427,2025-12-13,18,68,1021204.32,14383.16,71,Regular,Sydney
428,2025-12-28,3,75,830490.88,10381.14,80,Regular,Melbourne
429,2025-12-13,18,54,615636.29,10800.64,57,Budget,Brisbane
430,2025-12-29,2,74,824565.43,10571.35,78,Budget,Sydney
431,2025-12-30,1,75,551884.73,6985.88,79,Regular,Sydney
432,2025-12-28,3,73,760996.28,10283.73,74,Regular,Brisbane
433,2025-12-21,10,64,467520.44,7083.64,66,Regular,Melbourne
434,2025-12-09,22,67,693843.35,10055.7,69,Regular,Sydney
435,2025-12-20,11,73,886242.31,11976.25,74,Regular,Brisbane
436,2025-11-25,36,84,857665.18,9858.22,87,Budget,Adelaide
437,2025-12-28,3,84,1344437.3,15816.91,85,Budget,Sydney
438,2025-12-21,10,64,991194.86,15018.1,66,Regular,Sydney
439,2025-12-23,8,75,798955.06,10376.04,77,Budget,Melbourne
440,2025-12-28,3,62,770307.76,11850.89,65,Regular,Brisbane
441,2025-12-27,4,79,692494.34,8656.18,80,Regular,Sydney
442,2025-12-31,0,75,676289.41,8670.38,78,Regular,Adelaide
443,2025-12-31,0,69,921169.37,12974.22,71,Premium,Melbourne
444,2025-12-25,6,81,1232823.63,15034.43,82,Regular,Sydney
445,2025-12-17,14,76,736152.67,9088.3,81,Premium,Adelaide
446,2025-12-24,7,61,860831.42,13042.9,66,Regular,Sydney
447,2025-12-14,17,61,751264.3,11738.5,64,Premium,Sydney
448,2025-12-06,25,75,848645.02,10742.34,79,Budget,Adelaide
449,2025-12-16,15,71,1391554.08,18309.92,76,Regular,Brisbane
450,2025-12-27,4,66,826566.18,11480.09,72,Regular,Melbourne
451,2025-12-30,1,72,865352.0,11538.03,75,Budget,Brisbane
452,2025-12-22,9,65,996828.54,14659.24,68,Budget,Brisbane
453,2025-12-24,7,66,1013268.95,14685.06,69,Premium,Brisbane
454,2025-12-28,3,71,1273644.77,17211.42,74,Regular,Sydney
455,2025-12-30,1,58,804510.46,13408.51,60,Budget,Brisbane
456,2025-12-27,4,72,755535.43,10209.94,74,Budget,Melbourne
457,2025-12-27,4,59,795655.66,12833.16,62,Budget,Adelaide
458,2025-12-31,0,76,842015.92,10024.0,84,Budget,Brisbane
459,2025-12-30,1,75,854402.27,10815.22,79,Premium,Sydney
460,2025-12-30,1,58,952857.35,16150.12,59,Regular,Adelaide
461,2025-12-20,11,66,615812.5,8102.8,76,Budget,Melbourne
462,2025-12-28,3,72,523802.88,6802.63,77,Regular,Melbourne
463,2025-12-02,29,52,805000.42,14907.42,54,Budget,Adelaide
464,2025-12-14,17,64,896377.98,13378.78,67,Budget,Adelaide
465,2025-11-09,52,67,631058.48,8644.64,73,Regular,Adelaide
466,2025-12-31,0,81,587348.93,6751.14,87,Regular,Brisbane
467,2025-12-31,0,69,363128.94,4907.15,74,Premium,Adelaide
468,2025-12-20,11,72,622528.19,8191.16,76,Regular,Sydney
469,2025-12-28,3,55,801525.71,13819.41,58,Regular,Brisbane
470,2025-12-21,10,68,830888.45,12041.86,69,Regular,Melbourne
471,2025-12-26,5,71,635281.86,8470.42,75,Premium,Melbourne
472,2025-12-30,1,83,923517.02,10494.51,88,Regular,Sydney
473,2025-12-24,7,57,550460.7,9023.95,61,Premium,Sydney
474,2025-12-26,5,72,681439.69,9085.86,75,Regular,Melbourne
475,2025-12-22,9,81,774117.73,9440.46,82,Premium,Adelaide
476,2025-12-18,13,66,699400.69,10438.82,67,Budget,Brisbane
477,2025-12-13,18,66,551447.55,7658.99,72,Regular,Melbourne
478,2025-12-16,15,72,1296296.11,17056.53,76,Regular,Melbourne
479,2025-12-15,16,75,949211.43,11575.75,82,Regular,Brisbane
480,2025-12-25,6,55,848579.12,14630.67,58,Regular,Sydney
481,2025-12-29,2,75,643406.82,8042.59,80,Premium,Brisbane
482,2025-12-15,16,64,769828.04,11156.93,69,Premium,Brisbane
483,2025-12-23,8,63,497598.87,7539.38,66,Budget,Sydney
484,2025-12-30,1,83,1056119.91,12280.46,86,Regular,Brisbane
485,2025-12-13,18,71,783325.66,10879.52,72,Regular,Brisbane
486,2025-12-27,4,66,545259.95,8018.53,68,Budget,Brisbane
487,2025-12-21,10,62,584719.72,8598.82,68,Budget,Melbourne
488,2025-12-29,2,74,874751.91,11072.81,79,Budget,Brisbane
489,2025-12-05,26,67,639936.86,9013.2,71,Regular,Adelaide
490,2025-12-02,29,78,541342.88,6522.2,83,Regular,Sydney
491,2025-12-23,8,74,669705.43,8697.47,77,Premium,Brisbane
492,2025-11-23,38,67,679113.07,9302.92,73,Regular,Brisbane
493,2025-12-23,8,67,587719.32,8517.67,69,Premium,Melbourne
494,2025-12-30,1,74,1123730.72,14406.8,78,Regular,Melbourne
495,2025-12-04,27,68,775157.72,10766.08,72,Regular,Adelaide
496,2025-12-14,17,61,438820.07,6751.08,65,Budget,Melbourne
497,2025-12-29,2,91,1021613.96,10868.23,94,Regular,Brisbane
498,2025-12-25,6,80,1369400.65,15386.52,89,Regular,Sydney
499,2025-12-26,5,68,546739.49,7810.56,70,Premium,Adelaide
500,2025-12-30,1,77,810127.08,10254.77,79,Regular,Brisbane
501,2025-12-31,0,62,841931.2,13579.54,62,Budget,Adelaide
502,2025-12-30,1,76,941282.11,11205.74,84,Budget,Brisbane
503,2025-12-28,3,60,785555.6,12085.47,65,Budget,Melbourne
504,2025-12-26,5,61,770682.42,11502.72,67,Budget,Melbourne
505,2025-12-27,4,66,705813.87,10379.62,68,Regular,Brisbane
506,2025-12-28,3,78,541058.83,6679.74,81,Regular,Adelaide
507,2025-12-28,3,68,960466.61,13720.95,70,Regular,Sydney
508,2025-12-28,3,68,986916.41,14303.14,69,Premium,Adelaide
509,2025-12-19,12,75,786225.1,10079.81,78,Regular,Adelaide
510,2025-12-31,0,66,324750.21,4847.02,67,Regular,Sydney
511,2025-12-25,6,92,1052576.73,10740.58,98,Budget,Sydney
512,2025-12-31,0,59,1044680.82,17411.35,60,Budget,Brisbane
513,2025-12-21,10,67,579682.68,8524.75,68,Regular,Adelaide
514,2025-12-27,4,65,886176.7,13426.92,66,Premium,Melbourne
515,2025-12-24,7,75,1239944.03,15499.3,80,Budget,Brisbane
516,2025-12-16,15,80,703384.38,8577.86,82,Regular,Adelaide
517,2025-12-27,4,64,613041.15,9149.87,67,Regular,Melbourne
518,2025-12-30,1,73,904990.72,11753.13,77,Budget,Sydney
519,2025-12-06,25,71,509438.08,7075.53,72,Regular,Adelaide
520,2025-12-31,0,72,1236719.63,16272.63,76,Premium,Melbourne
521,2025-12-26,5,64,764691.06,11948.3,64,Regular,Melbourne
522,2025-12-31,0,60,605139.11,9309.83,65,Budget,Melbourne
523,2025-12-28,3,65,841921.06,12565.99,67,Premium,Brisbane
524,2025-12-20,11,71,1062718.03,14759.97,72,Budget,Melbourne
525,2025-12-24,7,58,744039.34,12000.63,62,Premium,Brisbane
526,2025-12-26,5,68,2058228.69,29829.4,69,Budget,Brisbane
527,2025-12-06,25,59,876556.08,14856.88,59,Regular,Sydney
528,2025-12-30,1,66,964437.09,13777.67,70,Budget,Melbourne
529,2025-12-31,0,52,454024.72,8407.87,54,Budget,Sydney
530,2025-12-18,13,65,934938.8,14383.67,65,Premium,Sydney
531,2025-12-28,3,68,842033.79,11534.71,73,Budget,Adelaide
532,2025-12-30,1,68,579203.34,8274.33,70,Budget,Brisbane
533,2025-12-29,2,69,418729.74,5897.6,71,Budget,Brisbane
534,2025-12-29,2,74,772826.11,9660.33,80,Regular,Adelaide
535,2025-10-26,66,58,843904.81,14303.47,59,Regular,Brisbane
536,2025-12-21,10,76,607658.18,7790.49,78,Premium,Adelaide
537,2025-12-30,1,73,860615.27,11323.89,76,Budget,Brisbane
538,2025-12-27,4,63,840962.73,12551.68,67,Regular,Melbourne
539,2025-12-14,17,72,987037.79,12818.67,77,Budget,Brisbane
540,2025-12-23,8,72,941530.72,11918.11,79,Regular,Melbourne
541,2025-12-26,5,61,438420.19,6850.32,64,Premium,Adelaide
542,2025-12-21,10,75,487410.77,6498.81,75,Regular,Sydney
543,2025-12-26,5,92,1135663.67,12081.53,94,Regular,Adelaide
544,2025-12-27,4,69,871878.31,11943.54,73,Budget,Adelaide
545,2025-12-09,22,82,1062617.11,11939.52,89,Premium,Sydney
546,2025-12-18,13,77,563958.38,7049.48,80,Regular,Brisbane
547,2025-12-14,17,55,484932.17,8816.95,55,Budget,Adelaide
548,2025-12-29,2,83,618516.07,7192.05,86,Budget,Brisbane
549,2025-12-26,5,78,548518.04,6771.83,81,Budget,Melbourne
550,2025-10-31,61,69,934189.99,12455.87,75,Budget,Adelaide
551,2025-12-06,25,58,633555.73,10386.16,61,Budget,Brisbane
552,2025-12-28,3,72,521702.26,6864.5,76,Regular,Sydney
553,2025-12-16,15,74,552138.48,6989.09,79,Regular,Sydney
554,2025-12-09,22,59,679939.07,11524.39,59,Budget,Brisbane
555,2025-11-30,31,63,910709.41,12648.74,72,Regular,Melbourne
556,2025-12-02,29,61,840255.88,12731.15,66,Premium,Sydney
557,2025-12-29,2,71,970053.94,12934.05,75,Regular,Adelaide
558,2025-12-29,2,62,1093489.58,17356.98,63,Regular,Sydney
559,2025-12-10,21,74,1260643.77,15563.5,81,Budget,Sydney
560,2025-11-17,44,56,722103.13,12450.05,58,Premium,Melbourne
561,2025-12-20,11,61,879600.24,13327.28,66,Budget,Sydney
562,2025-12-23,8,58,963444.23,15794.17,61,Budget,Melbourne
563,2025-12-28,3,76,1384527.55,17525.67,79,Premium,Adelaide
564,2025-12-12,19,74,631545.81,8309.81,76,Regular,Adelaide
565,2025-12-21,10,74,830884.24,10790.7,77,Regular,Adelaide
566,2025-12-29,2,63,484568.84,7571.39,64,Regular,Melbourne
567,2025-12-27,4,86,787179.65,8746.44,90,Regular,Sydney
568,2025-12-22,9,69,764976.37,10337.52,74,Budget,Adelaide
569,2025-12-08,23,75,1399461.27,18413.96,76,Budget,Melbourne
570,2025-12-26,5,52,566476.54,10893.78,52,Budget,Brisbane
571,2025-12-28,3,71,668120.58,9152.34,73,Budget,Sydney
572,2025-12-27,4,60,514949.16,8441.79,61,Premium,Brisbane
573,2025-12-16,15,86,790540.41,8500.43,93,Budget,Brisbane
574,2025-12-25,6,72,858896.49,11301.27,76,Regular,Adelaide
575,2025-12-31,0,66,920959.79,13347.24,69,Regular,Sydney
576,2025-11-24,37,64,625469.56,9064.78,69,Regular,Melbourne
577,2025-12-20,11,80,535842.06,6455.93,83,Regular,Adelaide
578,2025-12-24,7,69,717167.19,9824.21,73,Regular,Melbourne
579,2025-11-19,42,59,838847.97,13751.61,61,Premium,Brisbane
580,2025-12-21,10,57,1032540.33,17802.42,58,Regular,Sydney
581,2025-12-18,13,70,1229360.65,17074.45,72,Regular,Brisbane
582,2025-12-22,9,63,364141.37,5277.41,69,Premium,Melbourne
583,2025-12-18,13,71,723122.89,9905.79,73,Regular,Brisbane
584,2025-12-31,0,78,747554.2,9006.68,83,Budget,Adelaide
585,2025-12-17,14,58,720830.73,11441.76,63,Regular,Brisbane
586,2025-11-24,37,62,477715.02,7349.46,65,Budget,Melbourne
587,2025-12-16,15,65,778528.25,11619.82,67,Regular,Sydney
588,2025-12-31,0,68,983908.97,14055.84,70,Premium,Melbourne
589,2025-12-27,4,67,950629.09,13777.23,69,Regular,Adelaide
590,2025-12-29,2,72,1011532.23,13136.78,77,Regular,Sydney
591,2025-12-17,14,69,447871.34,5893.04,76,Budget,Brisbane
592,2025-12-30,1,80,1089265.21,12814.88,85,Premium,Melbourne
593,2025-12-27,4,64,691150.33,10163.98,68,Budget,Melbourne
594,2025-12-28,3,61,673111.4,10517.37,64,Budget,Brisbane
595,2025-12-21,10,78,1387255.5,16514.95,84,Budget,Melbourne
596,2025-12-21,10,78,1016439.12,12100.47,84,Budget,Melbourne
597,2025-12-25,6,70,518241.29,7099.2,73,Regular,Brisbane
598,2025-12-14,17,69,760891.36,10145.22,75,Regular,Adelaide
599,2025-12-29,2,78,628767.95,7227.22,87,Budget,Adelaide
600,2025-12-31,0,62,700593.85,10778.37,65,Budget,Brisbane
601,2025-12-30,1,68,812246.16,11126.66,73,Budget,Brisbane
602,2025-12-19,12,67,779123.87,10528.7,74,Budget,Adelaide
603,2025-12-31,0,68,1029329.58,14704.71,70,Budget,Melbourne
604,2025-12-22,9,61,496472.75,8007.63,62,Regular,Melbourne
605,2025-12-29,2,57,820923.56,13682.06,60,Budget,Melbourne
606,2025-12-24,7,76,1137624.8,14044.75,81,Budget,Brisbane
607,2025-12-31,0,79,870926.06,10752.17,81,Budget,Brisbane
608,2025-12-28,3,71,569352.06,7799.34,73,Regular,Sydney
609,2025-12-15,16,57,801074.5,13577.53,59,Budget,Adelaide
610,2025-12-24,7,61,710245.84,10761.3,66,Budget,Melbourne
611,2025-12-09,22,73,1038618.85,13848.25,75,Premium,Adelaide
612,2025-12-27,4,72,853551.39,11534.48,74,Budget,Brisbane
613,2025-12-31,0,70,1228634.38,16603.17,74,Regular,Adelaide
614,2025-12-19,12,59,1133783.64,17996.57,63,Regular,Brisbane
615,2025-12-23,8,69,610623.49,8251.67,74,Budget,Brisbane
616,2025-12-24,7,70,1167712.61,16218.23,72,Regular,Sydney
617,2025-12-24,7,59,704700.27,11185.72,63,Regular,Melbourne
618,2025-12-30,1,69,1205410.55,17220.15,70,Regular,Adelaide
619,2025-12-14,17,77,815276.65,10065.14,81,Budget,Melbourne
620,2025-12-26,5,71,1033776.99,13425.68,77,Budget,Sydney
621,2025-12-30,1,64,475030.33,6985.74,68,Budget,Sydney
622,2025-12-22,9,71,970651.24,12942.02,75,Regular,Brisbane
623,2025-12-12,19,47,718567.88,14664.65,49,Regular,Brisbane
624,2025-12-28,3,68,494067.08,6862.04,72,Budget,Adelaide
625,2025-12-31,0,73,1051584.39,13836.64,76,Budget,Adelaide
626,2025-12-31,0,71,817530.43,10617.28,77,Premium,Brisbane
627,2025-12-15,16,62,1140576.73,17821.51,64,Budget,Brisbane
628,2025-12-31,0,68,660570.62,8926.63,74,Regular,Adelaide
629,2025-12-29,2,72,688764.84,9183.53,75,Regular,Sydney
630,2025-12-20,11,66,878417.95,12548.83,70,Budget,Brisbane
631,2025-12-29,2,72,656509.9,8310.25,79,Budget,Melbourne
632,2025-11-30,31,55,838326.41,14453.9,58,Budget,Adelaide
633,2025-12-30,1,81,634081.82,7205.48,88,Premium,Adelaide
634,2025-12-31,0,69,1236777.86,16942.16,73,Budget,Brisbane
635,2025-12-31,0,59,736910.31,11337.08,65,Budget,Brisbane
636,2025-12-22,9,86,1009685.63,11344.78,89,Budget,Brisbane
637,2025-11-27,34,74,782645.99,9783.07,80,Budget,Brisbane
638,2025-12-31,0,67,1226026.84,16131.93,76,Regular,Sydney
639,2025-12-17,14,67,796209.95,11374.43,70,Budget,Melbourne
640,2025-12-26,5,69,622543.13,8893.47,70,Regular,Brisbane
641,2025-12-28,3,75,839968.42,10632.51,79,Regular,Brisbane
642,2025-12-29,2,73,1097776.25,14637.02,75,Regular,Sydney
643,2025-12-24,7,57,711150.41,11852.51,60,Budget,Adelaide
644,2025-12-24,7,67,1074556.35,15350.81,70,Premium,Adelaide
645,2025-12-02,29,60,912743.51,13829.45,66,Regular,Brisbane
646,2025-12-24,7,71,692661.68,9113.97,76,Budget,Sydney
647,2025-12-16,15,67,443907.55,6433.44,69,Regular,Adelaide
648,2025-12-24,7,81,924856.28,11417.98,81,Premium,Sydney
649,2025-12-27,4,74,1394323.18,18108.09,77,Budget,Melbourne
650,2025-12-29,2,60,599317.27,9364.33,64,Premium,Adelaide
651,2025-12-08,23,75,804428.18,9931.21,81,Regular,Brisbane
652,2025-12-24,7,64,300784.95,4557.35,66,Regular,Sydney
653,2025-12-27,4,65,1312899.71,19027.53,69,Premium,Sydney
654,2025-12-29,2,67,880649.87,12063.7,73,Budget,Melbourne
655,2025-12-21,10,78,817903.07,9736.94,84,Regular,Brisbane
656,2025-12-29,2,54,478265.46,8540.45,56,Budget,Brisbane
657,2025-12-23,8,76,1108349.47,13516.46,82,Regular,Sydney
658,2025-12-30,1,76,752785.47,9528.93,79,Regular,Sydney
659,2025-12-26,5,63,558517.02,7978.81,70,Budget,Brisbane
660,2025-12-21,10,60,730751.11,11786.31,62,Regular,Sydney
661,2025-11-16,45,71,1063913.8,13817.06,77,Budget,Sydney
662,2025-12-31,0,65,758055.69,11314.26,67,Budget,Melbourne
663,2025-12-31,0,67,765645.61,10937.79,70,Budget,Brisbane
664,2025-12-22,9,66,578870.33,8269.58,70,Budget,Sydney
665,2025-12-23,8,67,536700.3,7352.06,73,Budget,Sydney
666,2025-12-20,11,86,712591.23,7830.67,91,Budget,Sydney
667,2025-12-21,10,69,534107.77,7027.73,76,Regular,Melbourne
668,2025-12-28,3,72,877726.02,11252.9,78,Regular,Sydney
669,2025-12-26,5,88,1415967.42,15390.95,92,Regular,Sydney
670,2025-12-12,19,65,654262.04,9621.5,68,Budget,Melbourne
671,2025-12-26,5,60,1160661.82,18423.2,63,Premium,Sydney
672,2025-12-30,1,62,768665.93,12201.05,63,Regular,Melbourne
673,2025-12-15,16,59,669952.55,10805.69,62,Budget,Brisbane
674,2025-12-26,5,60,641097.7,10176.15,63,Budget,Sydney
675,2025-12-26,5,66,353704.59,4981.75,71,Regular,Brisbane
676,2025-12-03,28,70,1095758.1,14807.54,74,Budget,Brisbane
677,2025-12-07,24,61,971326.66,14717.07,66,Regular,Brisbane
678,2025-12-28,3,77,1146020.67,14506.59,79,Premium,Brisbane
679,2025-12-28,3,61,413582.04,6266.39,66,Budget,Adelaide
680,2025-12-29,2,81,1236676.21,14722.34,84,Budget,Sydney
681,2025-12-26,5,65,591122.83,8692.98,68,Premium,Sydney
682,2025-12-30,1,64,775481.45,11574.35,67,Regular,Melbourne
683,2025-12-28,3,69,837887.57,11477.91,73,Budget,Brisbane
684,2025-12-25,6,61,501207.52,7480.71,67,Premium,Adelaide
685,2025-12-25,6,68,1015826.58,13727.39,74,Premium,Adelaide
686,2025-12-30,1,56,477462.86,8092.59,59,Regular,Brisbane
687,2025-12-29,2,67,822892.41,11755.61,70,Regular,Melbourne
688,2025-12-30,1,67,593026.68,8720.98,68,Budget,Melbourne
689,2025-12-27,4,56,340623.61,5872.82,58,Budget,Sydney
690,2025-12-28,3,72,537648.88,7168.65,75,Regular,Melbourne
691,2025-12-31,0,58,677194.64,10749.12,63,Budget,Brisbane
692,2025-12-30,1,68,459809.15,6476.19,71,Regular,Sydney
693,2025-12-21,10,62,580189.68,8659.55,67,Regular,Adelaide
694,2025-12-14,17,66,1160732.88,17069.6,68,Budget,Adelaide
695,2025-12-22,9,56,595038.18,10259.28,58,Regular,Melbourne
696,2025-12-31,0,65,972235.71,14090.37,69,Budget,Adelaide
697,2025-12-25,6,66,540124.29,7501.73,72,Premium,Sydney
698,2025-12-26,5,80,945836.7,11259.96,84,Budget,Adelaide
699,2025-12-28,3,64,626738.01,9792.78,64,Regular,Adelaide
700,2025-12-31,0,50,475644.24,8974.42,53,Regular,Sydney
701,2025-12-27,4,62,1152216.27,17197.26,67,Budget,Brisbane
702,2025-12-23,8,64,240393.79,3587.97,67,Regular,Melbourne
703,2025-12-21,10,71,470583.72,6535.89,72,Regular,Adelaide
704,2025-12-14,17,59,545308.92,8655.7,63,Regular,Sydney
705,2025-12-21,10,71,873942.67,11810.04,74,Regular,Sydney
706,2025-12-30,1,69,726886.92,10095.65,72,Premium,Melbourne
707,2025-12-20,11,60,797077.83,13066.85,61,Regular,Sydney
708,2025-12-31,0,68,626577.54,8825.04,71,Regular,Melbourne
709,2025-12-29,2,67,930549.02,13888.79,67,Budget,Brisbane
710,2025-12-31,0,66,881615.68,12964.94,68,Regular,Brisbane
711,2025-12-23,8,71,891732.06,12050.43,74,Regular,Brisbane
712,2025-12-30,1,59,910183.35,14680.38,62,Regular,Sydney
713,2025-12-10,21,62,655258.36,10238.41,64,Budget,Sydney
714,2025-12-19,12,48,427997.12,8392.1,51,Premium,Adelaide
715,2025-12-27,4,77,778203.97,9727.55,80,Budget,Melbourne
716,2025-12-24,7,77,1267702.6,15459.79,82,Regular,Sydney
717,2025-12-30,1,63,769328.67,11482.52,67,Budget,Melbourne
718,2025-12-24,7,83,761251.06,8750.01,87,Premium,Sydney
719,2025-12-23,8,58,372265.62,6204.43,60,Budget,Melbourne
720,2025-12-15,16,70,797774.92,11080.21,72,Budget,Adelaide
721,2025-12-30,1,66,468537.06,6890.25,68,Premium,Melbourne
722,2025-12-08,23,61,580137.12,8789.96,66,Premium,Brisbane
723,2025-12-31,0,92,997253.35,10388.06,96,Budget,Melbourne
724,2025-12-31,0,68,1031530.51,14326.81,72,Regular,Melbourne
725,2025-12-25,6,67,510938.92,6999.16,73,Regular,Brisbane
726,2025-12-28,3,77,1220860.32,14709.16,83,Premium,Brisbane
727,2025-12-27,4,72,492994.06,6402.52,77,Budget,Melbourne
728,2025-12-10,21,68,1074537.06,14520.77,74,Regular,Sydney
729,2025-12-19,12,80,1063260.76,12966.59,82,Regular,Adelaide
730,2025-12-24,7,60,631886.53,9721.33,65,Regular,Sydney
731,2025-12-09,22,60,677167.61,10417.96,65,Regular,Adelaide
732,2025-12-28,3,62,601936.15,9405.25,64,Regular,Melbourne
733,2025-12-27,4,61,617011.93,9492.49,65,Budget,Adelaide
734,2025-12-16,15,64,449920.04,6715.22,67,Premium,Melbourne
735,2025-12-30,1,67,857768.9,12253.84,70,Premium,Brisbane
736,2025-12-23,8,77,898065.92,11087.23,81,Regular,Brisbane
737,2025-12-12,19,58,842102.16,14035.04,60,Budget,Melbourne
738,2025-12-23,8,52,707683.42,13105.25,54,Budget,Sydney
739,2025-12-24,7,66,869096.37,12240.79,71,Regular,Brisbane
740,2025-12-21,10,71,531035.9,7274.46,73,Budget,Brisbane
741,2025-12-27,4,66,901382.58,13255.63,68,Premium,Melbourne
742,2025-12-21,10,79,975101.08,11338.38,86,Budget,Adelaide
743,2025-12-10,21,67,656397.15,9513.0,69,Regular,Brisbane
744,2025-12-15,16,79,861971.61,10511.85,82,Premium,Sydney
745,2025-12-26,5,62,640279.58,10163.17,63,Budget,Adelaide
746,2025-12-27,4,78,969682.96,11971.39,81,Budget,Sydney
747,2025-12-10,21,70,970321.18,13112.45,74,Regular,Brisbane
748,2025-12-10,21,73,955451.32,12249.38,78,Regular,Melbourne
749,2025-12-21,10,57,871218.58,13828.87,63,Regular,Brisbane
750,2025-11-27,34,60,972561.6,14735.78,66,Regular,Adelaide
751,2025-12-27,4,76,953492.41,12383.02,77,Premium,Brisbane
752,2025-12-29,2,71,657165.26,9127.3,72,Regular,Brisbane
753,2025-12-23,8,72,819462.94,10782.41,76,Budget,Adelaide
754,2025-12-20,11,59,429584.18,7281.09,59,Budget,Brisbane
755,2025-12-30,1,65,830325.21,12033.7,69,Budget,Adelaide
756,2025-12-31,0,79,835891.53,10448.64,80,Budget,Melbourne
757,2025-12-29,2,69,901123.11,12177.34,74,Budget,Sydney
758,2025-12-20,11,66,726657.26,10845.63,67,Regular,Sydney
759,2025-12-31,0,82,731450.96,8407.48,87,Budget,Brisbane
760,2025-12-27,4,70,785064.56,10329.8,76,Premium,Brisbane
761,2025-12-29,2,62,813098.65,12135.8,67,Budget,Sydney
762,2025-12-31,0,74,915656.2,12048.11,76,Budget,Sydney
763,2025-12-19,12,77,523455.24,6798.12,77,Regular,Adelaide
764,2025-12-28,3,77,965953.27,11499.44,84,Premium,Brisbane
765,2025-12-23,8,69,917432.13,12742.11,72,Budget,Adelaide
766,2025-12-04,27,73,1065816.17,14600.22,73,Budget,Sydney
767,2025-12-26,5,82,930246.53,10816.82,86,Budget,Sydney
768,2025-12-31,0,74,931493.8,12256.5,76,Regular,Melbourne
769,2025-12-22,9,83,1099563.36,12495.04,88,Regular,Adelaide
770,2025-12-07,24,69,404008.96,5771.56,70,Budget,Brisbane
771,2025-12-27,4,79,1254359.88,15297.07,82,Budget,Adelaide
772,2025-12-26,5,78,533073.03,6422.57,83,Regular,Melbourne
773,2025-12-25,6,84,1172579.51,13175.05,89,Premium,Melbourne
774,2025-12-07,24,64,832126.62,11720.09,71,Regular,Brisbane
775,2025-12-22,9,61,955310.69,15163.66,63,Regular,Adelaide
776,2025-12-27,4,71,766844.1,10362.76,74,Budget,Melbourne
777,2025-12-17,14,49,635668.45,11771.64,54,Budget,Brisbane
778,2025-11-27,34,72,764337.8,10470.38,73,Budget,Adelaide
779,2025-12-31,0,75,929359.79,11617.0,80,Regular,Melbourne
780,2025-12-26,5,65,1093928.56,16087.18,68,Premium,Adelaide
781,2025-12-02,29,69,553367.15,7580.37,73,Premium,Brisbane
782,2025-12-20,11,80,1059482.69,12464.5,85,Premium,Adelaide
783,2025-12-29,2,82,802064.83,9663.43,83,Premium,Melbourne
784,2025-12-15,16,71,936136.93,12001.76,78,Premium,Brisbane
785,2025-12-04,27,75,875985.8,11230.59,78,Budget,Melbourne
786,2025-12-13,18,73,602493.3,7927.54,76,Budget,Brisbane
787,2025-12-28,3,79,1044801.84,13225.34,79,Budget,Melbourne
788,2025-12-09,22,58,423454.16,7057.57,60,Regular,Brisbane
789,2025-12-24,7,56,612229.73,10376.78,59,Budget,Adelaide
790,2025-11-02,59,61,486010.22,7714.45,63,Regular,Melbourne
791,2025-11-29,32,68,647267.12,9116.44,71,Regular,Melbourne
792,2025-12-25,6,90,792823.13,8173.43,97,Regular,Melbourne
793,2025-12-06,25,94,1737002.91,17370.03,100,Budget,Brisbane
794,2025-12-09,22,62,563056.0,8531.15,66,Budget,Brisbane
795,2025-12-31,0,65,810798.53,12284.83,66,Budget,Brisbane
796,2025-12-02,29,58,513403.67,8556.73,60,Premium,Sydney
797,2025-12-20,11,69,528282.13,7337.25,72,Regular,Sydney
