date,city,temp_celsius,rainfall_mm,is_rainy
2025-09-27,Sydney,22.4,44.5,True
2025-09-28,Sydney,22.2,24.0,True
2025-09-29,Sydney,21.4,0.0,False
2025-09-30,Sydney,22.0,7.1,True
2025-10-01,Sydney,23.5,0.0,False
2025-10-02,Sydney,28.1,0.0,False
2025-10-03,Sydney,22.4,0.0,False
2025-10-04,Sydney,21.9,0.0,False
2025-10-05,Sydney,18.8,0.0,False
2025-10-06,Sydney,18.2,0.0,False
2025-10-07,Sydney,19.8,0.0,False
2025-10-08,Sydney,17.3,,False
2025-10-09,Sydney,20.0,0.0,False
2025-10-10,Sydney,23.7,0.0,False
2025-10-11,Sydney,21.3,0.0,False
2025-10-12,Sydney,21.5,0.0,False
2025-10-13,Sydney,21.9,0.0,False
2025-10-14,Sydney,19.2,0.0,False
2025-10-15,Sydney,15.9,7.9,True
2025-10-16,Sydney,19.1,0.0,False
2025-10-17,Sydney,21.7,0.0,False
2025-10-18,Sydney,17.5,0.0,False
2025-10-19,Sydney,21.8,0.0,False
2025-10-20,Sydney,16.6,0.0,False
2025-10-21,Sydney,19.9,0.0,False
2025-10-22,Sydney,22.1,0.0,False
2025-10-23,Sydney,16.8,0.0,False
2025-10-24,Sydney,17.2,0.0,False
2025-10-25,Sydney,21.3,0.0,False
2025-10-26,Sydney,19.0,0.0,False
2025-10-27,Sydney,14.4,0.0,False
2025-10-28,Sydney,18.9,7.5,True
2025-10-29,Sydney,18.0,0.0,False
2025-10-30,Sydney,17.6,63.8,True
2025-10-31,Sydney,19.4,0.0,False
2025-11-01,Sydney,22.3,0.0,False
2025-11-02,Sydney,20.3,0.0,False
2025-11-03,Sydney,14.2,0.0,False
2025-11-04,Sydney,17.2,0.0,False
2025-11-05,Sydney,17.4,0.0,False
2025-11-06,Sydney,20.7,0.0,False
2025-11-07,Sydney,21.0,0.0,False
2025-11-08,Sydney,18.3,0.0,False
2025-11-09,Sydney,17.8,0.0,False
2025-11-10,Sydney,16.7,0.0,False
2025-11-11,Sydney,20.3,0.0,False
2025-11-12,Sydney,15.3,0.0,False
2025-11-13,Sydney,16.2,0.0,False
2025-11-14,Sydney,20.1,0.0,False
2025-11-15,Sydney,20.0,0.0,False
2025-11-16,Sydney,23.1,0.0,False
2025-11-17,Sydney,17.0,0.0,False
2025-11-18,Sydney,16.4,0.0,False
2025-11-19,Sydney,16.6,0.0,False
2025-11-20,Sydney,13.2,0.0,False
2025-11-21,Sydney,11.9,0.0,False
2025-11-22,Sydney,17.7,0.0,False
2025-11-23,Sydney,16.0,0.0,False
2025-11-24,Sydney,15.1,0.0,False
2025-11-25,Sydney,17.2,0.0,False
2025-11-26,Sydney,17.7,0.0,False
2025-11-27,Sydney,16.6,0.0,False
2025-11-28,Sydney,16.7,0.0,False
2025-11-29,Sydney,15.9,0.0,False
2025-11-30,Sydney,18.7,0.0,False
2025-12-01,Sydney,15.6,0.0,False
2025-12-02,Sydney,14.5,0.0,False
2025-12-03,Sydney,15.9,0.0,False
2025-12-04,Sydney,17.5,0.0,False
2025-12-05,Sydney,18.9,11.5,True
2025-12-06,Sydney,16.8,0.0,False
2025-12-07,Sydney,17.0,0.0,False
2025-12-08,Sydney,17.1,0.0,False
2025-12-09,Sydney,18.6,15.4,True
2025-12-10,Sydney,18.2,0.0,False
2025-12-11,Sydney,18.6,0.0,False
2025-12-12,Sydney,17.6,0.0,False
2025-12-13,Sydney,24.4,0.0,False
2025-12-14,Sydney,15.8,0.0,False
2025-12-15,Sydney,20.6,0.0,False
2025-12-16,Sydney,15.4,0.0,False
2025-12-17,Sydney,19.1,0.0,False
2025-12-18,Sydney,17.5,0.0,False
2025-12-19,Sydney,18.1,6.0,True
2025-12-20,Sydney,20.3,21.7,True
2025-12-21,Sydney,17.3,0.0,False
2025-12-22,Sydney,13.3,0.0,False
2025-12-23,Sydney,20.1,0.0,False
2025-12-24,Sydney,14.7,0.0,False
2025-12-25,Sydney,16.9,2.6,True
2025-12-26,Sydney,14.8,0.0,False
2025-12-27,Sydney,17.3,0.0,False
2025-12-28,Sydney,15.3,0.0,False
2025-12-29,Sydney,17.2,0.0,False
2025-12-30,Sydney,19.0,0.0,False
2025-12-31,Sydney,20.5,0.0,False
2024-01-01,Melbourne,15.0,0.0,False
2024-01-02,Melbourne,18.7,0.0,False
2024-01-03,Melbourne,15.2,0.0,False
2024-01-04,Melbourne,16.9,0.0,False
2024-01-05,Melbourne,21.3,0.0,False
2024-01-06,Melbourne,21.9,0.0,False
2024-01-07,Melbourne,19.8,0.0,False
2024-01-08,Melbourne,12.6,0.0,False
2024-01-09,Melbourne,19.0,0.0,False
2024-01-10,Melbourne,14.9,0.0,False
2024-01-11,Melbourne,16.7,0.0,False
2024-01-12,Melbourne,19.6,0.0,False
2024-01-13,Melbourne,22.4,0.0,False
2024-01-14,Melbourne,22.0,0.0,False
2024-01-15,Melbourne,27.1,0.0,False
2024-01-16,Melbourne,18.8,0.0,False
2024-01-17,Melbourne,22.1,0.0,False
2024-01-18,Melbourne,22.1,0.0,False
2024-01-19,Melbourne,24.5,0.0,False
2024-01-20,Melbourne,23.8,0.0,False
2024-01-21,Melbourne,21.4,0.0,False
2024-01-22,Melbourne,22.3,0.0,False
2024-01-23,Melbourne,22.0,0.0,False
2024-01-24,Melbourne,21.0,0.0,False
2024-01-25,Melbourne,22.6,0.0,False
2024-01-26,Melbourne,21.9,0.0,False
2024-01-27,Melbourne,21.9,0.0,False
2024-01-28,Melbourne,25.9,0.0,False
2024-01-29,Melbourne,22.6,0.0,False
2024-01-30,Melbourne,22.2,0.0,False
2024-01-31,Melbourne,21.8,0.0,False
2024-02-01,Melbourne,21.7,0.0,False
2024-02-02,Melbourne,19.6,0.0,False
2024-02-03,Melbourne,22.5,0.0,False
2024-02-04,Melbourne,25.6,0.0,False
2024-02-05,Melbourne,21.6,0.0,False
2024-02-06,Melbourne,28.5,0.0,False
2024-02-07,Melbourne,17.9,3.5,True
2024-02-08,Melbourne,25.4,0.0,False
2024-02-09,Melbourne,27.1,0.0,False
2024-02-10,Melbourne,21.6,0.0,False
2024-02-11,Melbourne,23.0,0.0,False
2024-02-12,Melbourne,23.1,0.0,False
2024-02-13,Melbourne,23.1,8.5,True
2024-02-14,Melbourne,23.5,10.5,True
2024-02-15,Melbourne,25.1,0.0,False
2024-02-16,Melbourne,23.4,0.0,False
2024-02-17,Melbourne,25.9,0.0,False
2024-02-18,Melbourne,23.2,0.0,False
2024-02-19,Melbourne,27.7,0.0,False
2024-02-20,Melbourne,25.4,,False
2024-02-21,Melbourne,22.3,0.0,False
2024-02-22,Melbourne,25.9,2.7,True
2024-02-23,Melbourne,26.0,0.0,False
2024-02-24,Melbourne,31.3,0.0,False
2024-02-25,Melbourne,23.4,0.0,False
2024-02-26,Melbourne,25.3,0.0,False
2024-02-27,Melbourne,24.7,0.0,False
2024-02-28,Melbourne,26.0,0.0,False
2024-02-29,Melbourne,27.7,0.0,False
2024-03-01,Melbourne,27.7,0.0,False
2024-03-02,Melbourne,28.7,0.0,False
2024-03-03,Melbourne,27.7,0.0,False
2024-03-04,Melbourne,28.0,9.7,True
2024-03-05,Melbourne,27.3,0.0,False
2024-03-06,Melbourne,28.6,0.0,False
2024-03-07,Melbourne,27.8,0.0,False
2024-03-08,Melbourne,28.6,0.0,False
2024-03-09,Melbourne,28.0,0.0,False
2024-03-10,Melbourne,30.2,0.0,False
2024-03-11,Melbourne,26.4,0.0,False
2024-03-12,Melbourne,25.6,0.0,False
2024-03-13,Melbourne,29.1,0.0,False
2024-03-14,Melbourne,29.8,0.0,False
2024-03-15,Melbourne,28.2,0.0,False
2024-03-16,Melbourne,29.4,0.0,False
2024-03-17,Melbourne,25.2,0.0,False
2024-03-18,Melbourne,29.4,0.0,False
2024-03-19,Melbourne,27.4,0.0,False
2024-03-20,Melbourne,27.1,0.0,False
2024-03-21,Melbourne,29.1,0.0,False
2024-03-22,Melbourne,27.9,0.0,False
2024-03-23,Melbourne,30.9,0.0,False
2024-03-24,Melbourne,32.3,0.0,False
2024-03-25,Melbourne,30.9,0.0,False
2024-03-26,Melbourne,27.2,0.0,False
2024-03-27,Melbourne,29.1,0.0,False
2024-03-28,Melbourne,32.3,0.0,False
2024-03-29,Melbourne,28.7,0.0,False
2024-03-30,Melbourne,34.2,0.0,False
2024-03-31,Melbourne,28.4,0.0,False
2024-04-01,Melbourne,31.5,0.0,False
2024-04-02,Melbourne,33.9,0.0,False
2024-04-03,Melbourne,30.0,0.0,False
2024-04-04,Melbourne,29.5,0.0,False
2024-04-05,Melbourne,33.9,,False
2024-04-06,Melbourne,35.0,0.0,False
2024-04-07,Melbourne,32.5,0.0,False
2024-04-08,Melbourne,32.1,0.0,False
2024-04-09,Melbourne,29.6,0.4,True
2024-04-10,Melbourne,38.0,0.0,False
2024-04-11,Melbourne,32.9,0.0,False
2024-04-12,Melbourne,33.1,0.0,False
2024-04-13,Melbourne,31.8,0.0,False
2024-04-14,Melbourne,29.4,0.0,False
2024-04-15,Melbourne,31.6,0.0,False
2024-04-16,Melbourne,32.3,13.9,True
2024-04-17,Melbourne,34.2,0.0,False
2024-04-18,Melbourne,31.8,1.3,True
2024-04-19,Melbourne,34.9,0.0,False
2024-04-20,Melbourne,34.4,0.0,False
2024-04-21,Melbourne,34.5,0.0,False
2024-04-22,Melbourne,32.6,0.0,False
2024-04-23,Melbourne,34.0,0.0,False
2024-04-24,Melbourne,37.8,0.0,False
2024-04-25,Melbourne,33.9,0.0,False
2024-04-26,Melbourne,37.3,16.4,True
2024-04-27,Melbourne,36.7,0.0,False
2024-04-28,Melbourne,38.9,0.0,False
2024-04-29,Melbourne,33.4,0.0,False
2024-04-30,Melbourne,38.8,0.0,False
2024-05-01,Melbourne,38.1,0.0,False
2024-05-02,Melbourne,33.9,0.0,False
2024-05-03,Melbourne,33.7,0.0,False
2024-05-04,Melbourne,36.9,0.0,False
2024-05-05,Melbourne,35.9,0.0,False
2024-05-06,Melbourne,37.0,0.0,False
2024-05-07,Melbourne,35.3,0.0,False
2024-05-08,Melbourne,36.3,0.0,False
2024-05-09,Melbourne,35.9,0.0,False
2024-05-10,Melbourne,37.2,,False
2024-05-11,Melbourne,34.2,0.0,False
2024-05-12,Melbourne,36.8,0.0,False
2024-05-13,Melbourne,39.9,0.0,False
2024-05-14,Melbourne,39.8,0.0,False
2024-05-15,Melbourne,37.2,0.0,False
2024-05-16,Melbourne,34.4,0.0,False
2024-05-17,Melbourne,41.4,0.0,False
2024-05-18,Melbourne,37.6,0.0,False
2024-05-19,Melbourne,41.1,0.0,False
2024-05-20,Melbourne,37.8,0.0,False
2024-05-21,Melbourne,31.0,0.0,False
2024-05-22,Melbourne,41.5,0.0,False
2024-05-23,Melbourne,38.9,0.0,False
2024-05-24,Melbourne,36.9,0.0,False
2024-05-25,Melbourne,32.7,7.4,True
2024-05-26,Melbourne,37.1,0.0,False
2024-05-27,Melbourne,37.3,0.0,False
2024-05-28,Melbourne,35.9,0.0,False
2024-05-29,Melbourne,37.3,0.0,False
2024-05-30,Melbourne,33.9,0.0,False
2024-05-31,Melbourne,36.0,20.2,True
2024-06-01,Melbourne,37.9,0.0,False
2024-06-02,Melbourne,35.3,98.5,True
2024-06-03,Melbourne,36.9,0.0,False
2024-06-04,Melbourne,34.6,0.0,False
2024-06-05,Melbourne,36.0,0.4,True
2024-06-06,Melbourne,38.6,30.8,True
2024-06-07,Melbourne,37.8,7.4,True
2024-06-08,Melbourne,39.1,0.0,False
2024-06-09,Melbourne,37.6,0.0,False
2024-06-10,Melbourne,38.2,0.0,False
2024-06-11,Melbourne,33.4,5.6,True
2024-06-12,Melbourne,35.8,0.0,False
2024-06-13,Melbourne,34.9,0.0,False
2024-06-14,Melbourne,38.7,3.8,True
2024-06-15,Melbourne,38.9,22.4,True
2024-06-16,Melbourne,35.5,13.5,True
2024-06-17,Melbourne,35.9,7.6,True
2024-06-18,Melbourne,35.3,0.0,False
2024-06-19,Melbourne,36.8,5.0,True
2024-06-20,Melbourne,35.5,6.5,True
2024-06-21,Melbourne,30.2,0.0,False
2024-06-22,Melbourne,36.6,16.4,True
2024-06-23,Melbourne,35.4,0.0,False
2024-06-24,Melbourne,38.0,0.0,False
2024-06-25,Melbourne,33.7,0.0,False
2024-06-26,Melbourne,34.4,2.7,True
2024-06-27,Melbourne,38.2,0.0,False
2024-06-28,Melbourne,37.9,0.0,False
2024-06-29,Melbourne,35.2,0.0,False
2024-06-30,Melbourne,36.1,0.0,False
2024-07-01,Melbourne,34.5,1.6,True
2024-07-02,Melbourne,36.4,6.1,True
2024-07-03,Melbourne,30.8,0.5,True
2024-07-04,Melbourne,34.6,9.9,True
2024-07-05,Melbourne,31.4,12.9,True
2024-07-06,Melbourne,35.3,8.9,True
2024-07-07,Melbourne,30.9,13.6,True
2024-07-08,Melbourne,34.6,0.0,False
2024-07-09,Melbourne,35.3,10.6,True
2024-07-10,Melbourne,37.6,0.0,False
2024-07-11,Melbourne,32.0,10.2,True
2024-07-12,Melbourne,30.1,16.9,True
2024-07-13,Melbourne,34.2,0.0,False
2024-07-14,Melbourne,28.9,0.0,False
2024-07-15,Melbourne,34.3,8.0,True
2024-07-16,Melbourne,34.4,0.0,False
2024-07-17,Melbourne,34.6,9.5,True
2024-07-18,Melbourne,31.5,15.0,True
2024-07-19,Melbourne,30.5,42.1,True
2024-07-20,Melbourne,34.9,10.3,True
2024-07-21,Melbourne,31.9,4.1,True
2024-07-22,Melbourne,29.6,0.0,False
2024-07-23,Melbourne,37.3,83.4,True
2024-07-24,Melbourne,29.7,0.0,False
2024-07-25,Melbourne,33.1,7.7,True
2024-07-26,Melbourne,30.4,0.0,False
2024-07-27,Melbourne,32.0,0.0,False
2024-07-28,Melbourne,30.0,7.5,True
2024-07-29,Melbourne,33.7,12.6,True
2024-07-30,Melbourne,31.1,0.0,False
2024-07-31,Melbourne,32.6,8.3,True
2024-08-01,Melbourne,31.5,11.1,True
2024-08-02,Melbourne,33.4,39.4,True
2024-08-03,Melbourne,34.4,0.3,True
2024-08-04,Melbourne,32.0,0.0,False
2024-08-05,Melbourne,30.7,0.0,False
2024-08-06,Melbourne,30.6,0.0,False
2024-08-07,Melbourne,29.5,2.1,True
2024-08-08,Melbourne,32.6,5.5,True
2024-08-09,Melbourne,29.9,25.8,True
2024-08-10,Melbourne,27.6,31.4,True
2024-08-11,Melbourne,28.4,0.0,False
2024-08-12,Melbourne,30.6,,False
2024-08-13,Melbourne,30.2,0.0,False
2024-08-14,Melbourne,28.7,0.0,True
2024-08-15,Melbourne,31.7,0.0,False
2024-08-16,Melbourne,32.0,0.0,False
2024-08-17,Melbourne,29.0,0.0,False
2024-08-18,Melbourne,27.8,9.9,True
2024-08-19,Melbourne,29.2,25.0,True
2024-08-20,Melbourne,26.5,0.0,False
2024-08-21,Melbourne,27.9,0.0,False
2024-08-22,Melbourne,27.7,3.0,True
2024-08-23,Melbourne,29.9,49.9,True
2024-08-24,Melbourne,25.2,17.8,True
2024-08-25,Melbourne,27.5,11.2,True
2024-08-26,Melbourne,28.7,0.0,False
2024-08-27,Melbourne,31.0,35.6,True
2024-08-28,Melbourne,27.5,9.9,True
2024-08-29,Melbourne,25.7,2.4,True
2024-08-30,Melbourne,26.8,0.0,False
2024-08-31,Melbourne,28.9,13.6,True
2024-09-01,Melbourne,24.5,10.1,True
2024-09-02,Melbourne,25.0,9.8,True
2024-09-03,Melbourne,27.6,0.0,False
2024-09-04,Melbourne,28.1,0.0,False
2024-09-05,Melbourne,24.9,18.1,True
2024-09-06,Melbourne,26.0,4.6,True
2024-09-07,Melbourne,24.5,0.0,False
2024-09-08,Melbourne,28.1,0.0,False
2024-09-09,Melbourne,22.2,21.9,True
2024-09-10,Melbourne,25.2,37.3,True
2024-09-11,Melbourne,25.5,3.9,True
2024-09-12,Melbourne,21.7,,True
2024-09-13,Melbourne,28.5,13.1,True
2024-09-14,Melbourne,26.6,0.0,False
2024-09-15,Melbourne,27.1,36.4,True
2024-09-16,Melbourne,25.2,0.0,False
2024-09-17,Melbourne,22.3,0.0,False
2024-09-18,Melbourne,25.6,75.9,True
2024-09-19,Melbourne,25.7,0.0,False
2024-09-20,Melbourne,20.7,4.6,True
2024-09-21,Melbourne,22.8,0.0,False
2024-09-22,Melbourne,22.5,4.3,True
2024-09-23,Melbourne,19.3,0.0,False
2024-09-24,Melbourne,24.7,41.1,True
2024-09-25,Melbourne,23.3,0.0,False
2024-09-26,Melbourne,19.9,23.9,True
2024-09-27,Melbourne,20.5,8.3,True
2024-09-28,Melbourne,21.3,0.0,False
2024-09-29,Melbourne,21.8,0.0,False
2024-09-30,Melbourne,20.1,,False
2024-10-01,Melbourne,20.8,0.0,False
2024-10-02,Melbourne,19.6,0.0,False
2024-10-03,Melbourne,17.2,0.0,False
2024-10-04,Melbourne,21.5,3.9,True
2024-10-05,Melbourne,23.3,0.0,False
2024-10-06,Melbourne,22.5,0.0,False
2024-10-07,Melbourne,18.6,0.0,False
2024-10-08,Melbourne,21.7,0.0,False
2024-10-09,Melbourne,18.3,0.0,False
2024-10-10,Melbourne,15.6,0.0,False
2024-10-11,Melbourne,19.7,0.0,False
2024-10-12,Melbourne,22.1,0.0,False
2024-10-13,Melbourne,18.5,0.0,False
2024-10-14,Melbourne,20.8,0.0,False
2024-10-15,Melbourne,18.1,0.0,False
2024-10-16,Melbourne,19.6,0.0,False
2024-10-17,Melbourne,18.9,0.0,False
2024-10-18,Melbourne,20.9,0.0,False
2024-10-19,Melbourne,21.1,0.0,False
2024-10-20,Melbourne,16.9,0.0,False
2024-10-21,Melbourne,22.9,0.0,False
2024-10-22,Melbourne,18.3,0.0,False
2024-10-23,Melbourne,18.2,0.0,False
2024-10-24,Melbourne,17.6,0.0,False
2024-10-25,Melbourne,18.3,0.0,False
2024-10-26,Melbourne,16.6,0.0,False
2024-10-27,Melbourne,19.3,41.6,True
2024-10-28,Melbourne,17.0,0.0,False
2024-10-29,Melbourne,14.2,0.0,False
2024-10-30,Melbourne,15.1,0.0,False
2024-10-31,Melbourne,21.6,0.0,False
2024-11-01,Melbourne,19.2,0.0,False
2024-11-02,Melbourne,21.3,0.0,False
2024-11-03,Melbourne,19.8,0.0,False
2024-11-04,Melbourne,20.2,0.0,False
2024-11-05,Melbourne,17.9,0.0,False
2024-11-06,Melbourne,15.3,,False
2024-11-07,Melbourne,16.2,0.0,False
2024-11-08,Melbourne,15.7,0.0,False
2024-11-09,Melbourne,12.9,0.0,False
2024-11-10,Melbourne,20.1,0.0,False
2024-11-11,Melbourne,17.2,0.0,False
2024-11-12,Melbourne,15.3,0.0,False
2024-11-13,Melbourne,22.5,0.0,False
2024-11-14,Melbourne,23.8,0.0,False
2024-11-15,Melbourne,14.2,0.0,False
2024-11-16,Melbourne,16.7,0.0,False
2024-11-17,Melbourne,16.5,0.0,False
2024-11-18,Melbourne,14.9,0.0,False
2024-11-19,Melbourne,19.6,4.7,True
2024-11-20,Melbourne,14.3,0.0,False
2024-11-21,Melbourne,18.8,6.5,True
2024-11-22,Melbourne,22.0,0.0,False
2024-11-23,Melbourne,17.0,0.0,False
2024-11-24,Melbourne,16.3,0.0,False
2024-11-25,Melbourne,13.3,0.0,False
2024-11-26,Melbourne,19.7,0.0,False
2024-11-27,Melbourne,21.9,0.0,False
2024-11-28,Melbourne,21.3,0.0,False
2024-11-29,Melbourne,13.1,0.0,False
2024-11-30,Melbourne,20.5,,True
2024-12-01,Melbourne,14.7,0.0,False
2024-12-02,Melbourne,17.3,0.0,False
2024-12-03,Melbourne,12.5,25.2,True
2024-12-04,Melbourne,16.5,0.0,False
2024-12-05,Melbourne,14.7,0.0,False
2024-12-06,Melbourne,20.6,0.0,False
2024-12-07,Melbourne,18.9,20.5,True
2024-12-08,Melbourne,15.3,7.9,True
2024-12-09,Melbourne,15.9,0.0,False
2024-12-10,Melbourne,18.3,0.0,False
2024-12-11,Melbourne,17.9,0.0,False
2024-12-12,Melbourne,20.2,0.0,False
2024-12-13,Melbourne,22.3,0.0,False
2024-12-14,Melbourne,16.1,0.0,False
2024-12-15,Melbourne,15.9,0.0,False
2024-12-16,Melbourne,19.1,0.0,False
2024-12-17,Melbourne,19.7,0.0,False
2024-12-18,Melbourne,23.8,0.0,False
2024-12-19,Melbourne,13.6,0.0,False
2024-12-20,Melbourne,21.3,0.0,False
2024-12-21,Melbourne,18.1,0.0,False
2024-12-22,Melbourne,16.7,0.0,False
2024-12-23,Melbourne,19.0,0.0,False
2024-12-24,Melbourne,19.0,0.0,False
2024-12-25,Melbourne,16.9,0.0,False
2024-12-26,Melbourne,14.2,0.0,False
2024-12-27,Melbourne,21.9,0.0,False
2024-12-28,Melbourne,16.6,0.0,False
2024-12-29,Melbourne,16.3,0.0,False
2024-12-30,Melbourne,16.9,1.6,True
2024-12-31,Melbourne,16.1,0.0,False
2025-01-01,Melbourne,20.4,0.0,False
2025-01-02,Melbourne,18.8,0.0,False
2025-01-03,Melbourne,19.7,0.0,False
2025-01-04,Melbourne,17.2,0.0,False
2025-01-05,Melbourne,16.1,0.0,False
2025-01-06,Melbourne,18.7,0.0,False
2025-01-07,Melbourne,15.6,0.0,False
2025-01-08,Melbourne,21.2,,False
2025-01-09,Melbourne,18.6,0.0,False
2025-01-10,Melbourne,20.8,0.0,False
2025-01-11,Melbourne,21.2,0.0,False
2025-01-12,Melbourne,21.4,0.0,False
2025-01-13,Melbourne,19.6,0.0,False
2025-01-14,Melbourne,19.9,0.0,False
2025-01-15,Melbourne,19.4,0.0,False
2025-01-16,Melbourne,21.4,0.0,False
2025-01-17,Melbourne,16.2,0.0,False
2025-01-18,Melbourne,19.9,0.0,False
2025-01-19,Melbourne,22.4,0.0,False
2025-01-20,Melbourne,23.6,0.0,False
2025-01-21,Melbourne,23.4,0.0,False
2025-01-22,Melbourne,22.2,1.5,True
2025-01-23,Melbourne,22.9,0.0,False
2025-01-24,Melbourne,19.6,0.0,False
2025-01-25,Melbourne,19.4,0.0,False
2025-01-26,Melbourne,16.2,0.0,False
2025-01-27,Melbourne,26.6,0.0,False
2025-01-28,Melbourne,26.5,0.0,False
2025-01-29,Melbourne,21.8,0.0,False
2025-01-30,Melbourne,22.1,0.0,False
2025-01-31,Melbourne,26.1,0.0,False
2025-02-01,Melbourne,19.5,0.0,False
2025-02-02,Melbourne,20.4,0.0,False
2025-02-03,Melbourne,26.8,0.0,False
2025-02-04,Melbourne,22.1,,False
2025-02-05,Melbourne,20.5,0.0,False
2025-02-06,Melbourne,24.3,0.0,False
2025-02-07,Melbourne,21.7,0.0,False
2025-02-08,Melbourne,27.0,0.0,False
2025-02-09,Melbourne,23.9,,False
2025-02-10,Melbourne,22.3,6.9,True
2025-02-11,Melbourne,23.7,0.0,False
2025-02-12,Melbourne,23.1,0.0,False
2025-02-13,Melbourne,23.8,0.0,False
2025-02-14,Melbourne,23.3,0.0,False
2025-02-15,Melbourne,20.2,0.0,False
2025-02-16,Melbourne,25.1,0.0,False
2025-02-17,Melbourne,26.8,0.0,False
2025-02-18,Melbourne,22.8,0.0,False
2025-02-19,Melbourne,24.7,0.0,False
2025-02-20,Melbourne,24.0,0.0,False
2025-02-21,Melbourne,19.7,0.0,False
2025-02-22,Melbourne,28.7,0.0,False
2025-02-23,Melbourne,23.9,0.0,False
2025-02-24,Melbourne,18.6,0.0,False
2025-02-25,Melbourne,29.0,0.0,False
2025-02-26,Melbourne,25.3,0.0,False
2025-02-27,Melbourne,22.6,0.0,False
2025-02-28,Melbourne,28.4,0.0,False
2025-03-01,Melbourne,25.4,0.0,False
2025-03-02,Melbourne,24.2,0.0,False
2025-03-03,Melbourne,26.9,0.0,False
2025-03-04,Melbourne,29.0,0.0,False
2025-03-05,Melbourne,23.8,0.0,False
2025-03-06,Melbourne,27.2,0.0,False
2025-03-07,Melbourne,27.5,0.0,False
2025-03-08,Melbourne,20.7,0.0,False
2025-03-09,Melbourne,29.2,0.0,False
2025-03-10,Melbourne,29.7,79.2,True
2025-03-11,Melbourne,26.8,0.0,False
2025-03-12,Melbourne,26.9,0.0,False
2025-03-13,Melbourne,31.9,0.0,False
2025-03-14,Melbourne,28.9,0.0,False
2025-03-15,Melbourne,27.7,0.0,False
2025-03-16,Melbourne,30.3,0.0,False
2025-03-17,Melbourne,30.3,0.0,False
2025-03-18,Melbourne,32.0,0.0,False
2025-03-19,Melbourne,31.1,0.0,False
2025-03-20,Melbourne,30.0,0.0,False
2025-03-21,Melbourne,30.3,0.0,False
2025-03-22,Melbourne,26.7,0.0,False
2025-03-23,Melbourne,31.6,0.0,False
2025-03-24,Melbourne,28.6,0.0,False
2025-03-25,Melbourne,31.5,0.0,False
2025-03-26,Melbourne,35.0,,True
2025-03-27,Melbourne,27.9,0.0,False
2025-03-28,Melbourne,31.9,0.0,False
2025-03-29,Melbourne,30.4,0.0,False
2025-03-30,Melbourne,35.6,0.0,False
2025-03-31,Melbourne,34.8,0.0,False
2025-04-01,Melbourne,34.8,0.0,False
2025-04-02,Melbourne,31.7,0.0,False
2025-04-03,Melbourne,33.7,0.0,False
2025-04-04,Melbourne,32.8,0.0,False
2025-04-05,Melbourne,31.3,0.0,False
2025-04-06,Melbourne,35.3,0.0,False
2025-04-07,Melbourne,33.3,4.4,True
2025-04-08,Melbourne,33.6,,False
2025-04-09,Melbourne,29.9,0.0,False
2025-04-10,Melbourne,30.2,0.0,False
2025-04-11,Melbourne,33.6,1.8,True
2025-04-12,Melbourne,33.8,0.0,False
2025-04-13,Melbourne,35.2,0.0,False
2025-04-14,Melbourne,39.6,0.0,False
2025-04-15,Melbourne,31.1,1.8,True
2025-04-16,Melbourne,33.1,2.8,True
2025-04-17,Melbourne,33.2,0.0,False
2025-04-18,Melbourne,36.7,0.0,False
2025-04-19,Melbourne,40.5,0.0,False
2025-04-20,Melbourne,32.5,0.0,False
2025-04-21,Melbourne,40.3,0.0,False
2025-04-22,Melbourne,38.0,0.0,False
2025-04-23,Melbourne,33.2,0.0,False
2025-04-24,Melbourne,33.1,0.0,False
2025-04-25,Melbourne,34.5,8.8,True
2025-04-26,Melbourne,31.1,0.0,False
2025-04-27,Melbourne,32.6,0.0,False
2025-04-28,Melbourne,33.9,0.0,False
2025-04-29,Melbourne,36.1,20.0,True
2025-04-30,Melbourne,36.5,0.0,False
2025-05-01,Melbourne,37.4,0.0,False
2025-05-02,Melbourne,34.5,0.0,False
2025-05-03,Melbourne,35.2,0.0,False
2025-05-04,Melbourne,35.8,0.0,False
2025-05-05,Melbourne,38.3,10.1,True
2025-05-06,Melbourne,34.6,0.0,False
2025-05-07,Melbourne,34.7,0.0,False
2025-05-08,Melbourne,33.6,0.0,False
2025-05-09,Melbourne,39.8,0.0,False
2025-05-10,Melbourne,42.0,24.2,True
2025-05-11,Melbourne,35.7,0.0,False
2025-05-12,Melbourne,41.2,0.0,False
2025-05-13,Melbourne,32.4,0.0,False
2025-05-14,Melbourne,38.6,0.0,False
2025-05-15,Melbourne,38.1,0.0,False
2025-05-16,Melbourne,41.7,0.0,False
2025-05-17,Melbourne,37.6,0.0,False
2025-05-18,Melbourne,38.1,0.0,False
2025-05-19,Melbourne,33.9,0.0,False
2025-05-20,Melbourne,36.7,0.0,False
2025-05-21,Melbourne,31.5,0.0,False
2025-05-22,Melbourne,36.9,0.0,False
2025-05-23,Melbourne,41.0,,False
2025-05-24,Melbourne,34.6,0.0,False
2025-05-25,Melbourne,38.7,0.0,False
2025-05-26,Melbourne,39.1,,False
2025-05-27,Melbourne,33.1,0.0,False
2025-05-28,Melbourne,40.2,0.0,False
2025-05-29,Melbourne,31.8,0.0,False
2025-05-30,Melbourne,33.8,0.0,False
2025-05-31,Melbourne,38.0,0.0,False
